"id","name","short_description","parent_id","category","category_name","updated"
"adjust","Adjust","Mobile advertising campaign management",,"advertising","Advertising","2020-05-19T18:27:31.465Z"
"adobe","Adobe","Traffic related to Adobe applications",,"business","Business","2020-05-30T19:51:44.605Z"
"adobe_ads","Adobe Advertising Cloud","Advertising content delivery network",,"advertising","Advertising","2020-05-19T18:52:00.698Z"
"adobe_connect","Adobe Connect","Web presentation & conferencing, webinars, desktop sharing",,"business","Business","2020-06-17T23:23:22.594Z"
"adp","ADP","Human resources management software",,"business","Business","2020-05-30T19:52:18.726Z"
"adventure_academy","Adventure Academy","Massively Multiplayer online game with a focus on academic subjects",,"education","Education","2020-07-10T01:19:45.783Z"
"adyoulike","ADYOULIKE","Targeted advertising content delivery platform",,"advertising","Advertising","2020-05-19T18:57:05.795Z"
"aeria_games","Aeria Games","Game by Aeria Games",,"gaming","Gaming","2020-05-19T18:58:40.664Z"
"aeroadmin","AeroAdmin","Remote computer control software",,"remoting","Remoting","2020-05-19T18:59:15.134Z"
"affise","Affise","Advertising campaign management and analysis",,"advertising","Advertising","2020-05-19T19:04:06.610Z"
"afp","Apple Filing Protocol","Network file services protocol",,"file_transfer","File Transfer","2020-05-19T19:05:12.540Z"
"afreecatv","afreecaTV","Video streaming service",,"video","Video","2020-06-03T22:20:12.330Z"
"after_school","After School","Anonymous mobile social network",,"social","Social","2020-05-19T19:06:30.834Z"
"agentx","AgentX","SNMP management protocol",,"networking","Networking","2020-05-19T19:09:07.792Z"
"age_of_warring_empire","Age of Warring Empire","Mobile RPG adventure game",,"gaming","Gaming","2020-05-19T19:13:41.094Z"
"agora","Agora.io","Voice and video calling service",,"messaging","Messaging","2020-07-10T00:40:05.109Z"
"aim","AIM","Real time messaging protocol",,"messaging","Messaging","2020-05-19T19:15:35.914Z"
"airbnb","Airbnb","Short term lodging and homestay broker",,"shopping","Shopping","2020-06-03T22:25:21.695Z"
"airdroid","AirDroid","Device remote control and file transfer",,"remoting","Remoting","2020-05-19T19:21:13.528Z"
"airtime","Airtime","Instant video sharing and social network",,"social","Social","2020-05-22T05:45:46.025Z"
"airwatch","AirWatch","Mobile device management",,"productivity","Productivity","2020-05-30T19:53:42.621Z"
"ajillion","Ajillion","Mobile advertising network management",,"advertising","Advertising","2020-05-19T19:48:34.456Z"
"ajp","AJP","Apache JServ Protocol proxy protocol",,"networking","Networking","2020-05-19T21:38:31.037Z"
"akamai","Akamai CDN","Global content delivery network",,"cloud","Cloud","2020-06-01T00:09:13.172Z"
"akamai_media_analytics","Akamai Media Analytics","Online video analytics service",,"advertising","Advertising","2020-09-16T22:15:55.351Z"
"akamai_mpulse","Akamai mPulse","Application performance monitoring system",,"advertising","Advertising","2020-09-16T22:04:51.923Z"
"albiononline","Albion Online","Sandbox massive multiplayer online role playing game",,"gaming","Gaming","2020-06-04T16:16:57.462Z"
"alexa4business","Alexa for Business","Intelligent assistant for business",,"business","Business","2020-05-30T19:52:42.847Z"
"alexa_voice_service","Alexa Voice Service","Intelligent voice assistant",,"audio","Audio","2020-06-24T00:22:43.891Z"
"alibaba","Alibaba","Ecommerce services and shopping search engine",,"shopping","Shopping","2020-05-19T21:45:39.010Z"
"alibaba_cloud","Alibaba Cloud","Cloud computing services",,"cloud","Cloud","2020-06-01T00:09:28.698Z"
"alicall","Alicall","Voice over IP calling service",,"messaging","Messaging","2020-05-19T21:47:14.722Z"
"aliexpress","Aliexpress","Online shopping marketplace",,"shopping","Shopping","2020-05-20T05:29:12.722Z"
"alipay","Alipay","Electronic payment platform",,"shopping","Shopping","2020-05-19T21:48:37.994Z"
"alison","Alison","Online education and skills training",,"education","Education","2020-05-30T19:52:57.718Z"
"aliwangwang","AliWangWang","Instant messaging for shoppers and sellers",,"messaging","Messaging","2020-05-19T21:50:22.671Z"
"alltrails","AllTrails","Online outdoor trail map service",,"navigation","Navigation","2020-08-07T18:54:14.111Z"
"alot_com","ALOT","Consumer articles and infographics",,"news","News","2020-05-19T22:01:34.656Z"
"alpemix","Alpemix","Remote control, desktop sharing and file transfer software",,"remoting","Remoting","2020-05-19T22:02:10.818Z"
"amaze_vpn","Amaze VPN","Multi protocol Virtual Private Network.",,"remoting","Remoting","2020-05-25T23:47:09.168Z"
"amazon","Amazon","International ecommerce website",,"shopping","Shopping","2020-06-03T22:35:30.356Z"
"amazon_ads","Amazon Advertising","Targeting advertising service",,"advertising","Advertising","2020-05-19T22:07:41.478Z"
"amazon_alexa","Amazon Alexa","Virtual assistant by Amazon",,"audio","Audio","2020-06-24T00:23:04.673Z"
"amazon_api_gateway","Amazon API Gateway","Create, publish, monitor, and secure REST and WebSocket APIs",,"cloud","Cloud","2020-05-19T22:10:21.360Z"
"amazon_app_stream2","Amazon AppStream2.0","Application streaming service",,"remoting","Remoting","2020-05-19T22:10:55.232Z"
"amazon_athena","Amazon Athena","Analyze data in Amazon S3 using SQL",,"database","Database","2020-05-19T22:11:39.985Z"
"amazon_blockchain","Amazon Blockchain","Centralized ledger database",,"database","Database","2020-05-19T22:12:27.203Z"
"amazon_chime","Amazon Chime","Voice and video calling service",,"messaging","Messaging","2020-05-19T22:12:58.715Z"
"amazon_cloud_dir","Amazon Cloud Directory","Cloud hierarchical data storage",,"database","Database","2020-05-19T23:49:01.059Z"
"amazon_cloudfront","Amazon CloudFront","Content delivery network",,"cloud","Cloud","2020-06-01T00:09:47.753Z"
"amazon_cloudsearch","Amazon CloudSearch","Cloud scaled search service",,"cloud","Cloud","2020-05-19T23:50:23.337Z"
"amazon_cloudwatch","Amazon CloudWatch","Cloud service monitoring ",,"remoting","Remoting","2020-05-19T23:51:28.847Z"
"amazon_cognito","Amazon Cognito","Access control service",,"cloud","Cloud","2020-05-19T23:52:09.138Z"
"amazon_comprehend","Amazon Comprehend","Natural language processing service",,"database","Database","2020-05-19T23:52:36.722Z"
"amazon_comprehend_med","Amazon Comprehend Medical","Natural language processing service for medical information",,"database","Database","2020-05-19T23:53:13.317Z"
"amazon_connect","Amazon Connect","Cloud contact and customer relationship management",,"business","Business","2020-05-30T19:54:09.447Z"
"amazon_device_metrics","Amazon Device Metrics","Device telemetry data service",,"device","Smart Device","2020-06-01T00:03:18.371Z"
"amazon_dlm","Amazon Data Lifecycle Manager","Automate operations on cloud resources",,"remoting","Remoting","2020-05-19T23:54:38.493Z"
"amazon_drive","Amazon Drive","Cloud storage by Amazon",,"file_transfer","File Transfer","2020-05-19T23:55:09.439Z"
"amazon_dynamodb","Amazon DynamoDB","Cloud key-value and document database",,"database","Database","2020-05-19T23:55:30.912Z"
"amazon_ec2","Amazon EC2","Cloud computing by Amazon",,"remoting","Remoting","2020-05-20T00:01:50.782Z"
"amazon_ecr","Amazon Elastic Container Registry","Docker container registry by Amazon",,"networking","Networking","2020-05-20T00:02:32.189Z"
"amazon_ecs","Amazon Elastic Container Service","Docker container orchestration by Amazon",,"cloud","Cloud","2020-05-30T19:54:26.276Z"
"amazon_eks","Amazon Elastic Kubernetes Service","Kubernetes management by Amazon",,"remoting","Remoting","2020-05-20T00:03:47.921Z"
"amazon_elasticache","Amazon ElastiCache","Cloud Redis and Memcached by Amazon",,"database","Database","2020-05-20T00:04:19.129Z"
"amazon_elastic_fs","Amazon Elastic File System","NFS file system by Amazon",,"file_transfer","File Transfer","2020-05-20T00:04:54.768Z"
"amazon_elastic_lb","AWS Elastic Load Balancing","Cloud load balancer by Amazon",,"networking","Networking","2020-05-20T00:05:29.282Z"
"amazon_elasticsearch","Amazon Elasticsearch Service","ElasticSearch by Amazon",,"database","Database","2020-05-20T00:06:30.712Z"
"amazon_elastic_tc","Amazon Elastic Transcoder","Cloud media transcoder by Amazon",,"cloud","Cloud","2020-05-20T00:13:16.166Z"
"amazon_emr","Amazon EMR","Cloud big data platform by Amazon",,"database","Database","2020-05-20T00:13:28.242Z"
"amazon_eventbridge","Amazon EventBridge","Cloud event routing by Amazon",,"messaging","Messaging","2020-05-20T00:09:19.648Z"
"amazon_forecast","Amazon Forecast","Machine learning forecasting by Amazon",,"database","Database","2020-05-20T00:10:00.482Z"
"amazon_fsx","Amazon FSx","Cloud 3rd party file systems by Amazon",,"file_transfer","File Transfer","2020-05-20T00:11:06.915Z"
"amazon_gamelift","Amazon GameLift","Cloud game server hosting by Amazon",,"gaming","Gaming","2020-05-20T00:13:42.232Z"
"amazon_glacier","Amazon S3 Glacier","Cloud long term storage by Amazon",,"database","Database","2020-05-20T00:12:06.060Z"
"amazon_guardduty","Amazon GuardDuty","Cloud threat detection service by Amazon",,"networking","Networking","2020-05-20T00:13:02.646Z"
"amazon_inspector","Amazon Inspector","Automated security assessment service by Amazon",,"networking","Networking","2020-05-20T00:14:08.047Z"
"amazon_kinesis_analytics","Amazon Kinesis Data Analytics","Analyze streaming data by Amazon",,"database","Database","2020-05-20T00:15:10.043Z"
"amazon_kinesis_data","Amazon Kinesis Data Streams","Real-time data streaming service by Amazon",,"database","Database","2020-05-20T00:15:41.932Z"
"amazon_kinesis_firehose","Amazon Kinesis Data Firehose","Streaming data loading by Amazon",,"database","Database","2020-05-20T00:17:23.692Z"
"amazon_kinesis_video","Amazon Kinesis Video Streams","Secure streaming video by Amazon",,"video","Video","2020-05-20T00:17:49.954Z"
"amazon_lex","Amazon Lex","""Chatbot"", voice and text, building service by Amazon",,"cloud","Cloud","2020-05-20T00:21:09.250Z"
"amazon_lightsail","Amazon Lightsail","Cloud application or website service by Amazon",,"cloud","Cloud","2020-05-20T00:22:29.054Z"
"amazon_macie","Amazon Macie","Security service for sensitive data by Amazon",,"cloud","Cloud","2020-05-20T00:22:57.891Z"
"amazon_ml","Amazon Machine Learning","Machine Learning service by Amazon",,"cloud","Cloud","2020-05-20T00:23:32.299Z"
"amazon_mq","Amazon MQ","Message broker service by Amazon",,"messaging","Messaging","2020-05-20T00:24:32.726Z"
"amazon_msk","Amazon MSK","Apache Kafka by Amazon",,"database","Database","2020-05-20T00:26:25.839Z"
"amazon_mturk","Amazon Mechanical Turk","Distributed crowdsourced workforce by Amazon",,"cloud","Cloud","2020-05-20T00:27:48.651Z"
"amazon_music","Amazon Music","Music streaming platform by Amazon",,"audio","Audio","2020-06-24T00:23:45.530Z"
"amazon_personalize","Amazon Personalize","Personalized recommendations by Amazon",,"cloud","Cloud","2020-05-20T00:32:18.893Z"
"amazon_pinpoint","Amazon Pinpoint","Multiple messaging channels by Amazon",,"messaging","Messaging","2020-05-20T00:33:24.341Z"
"amazon_pinpoint_analytics","Amazon Pinpoint Analytics","Tracks customer behaviour for analysis",,"advertising","Advertising","2020-05-28T18:55:27.133Z"
"amazon_polly","Amazon Polly","Text-to-speech service by Amazon",,"audio","Audio","2020-06-24T00:24:05.896Z"
"amazon_prime_video","Amazon Prime Video","Video on demand service by Amazon",,"video","Video","2020-06-04T16:21:20.514Z"
"amazon_qldb","Amazon QLDB","Managed ledger database by Amazon",,"database","Database","2020-05-20T00:36:16.731Z"
"amazon_quicksight","Amazon QuickSight","Business intelligence service by Amazon",,"cloud","Cloud","2020-05-20T00:36:52.645Z"
"amazon_rds","Amazon Database Service","Manage relational databases by Amazon",,"database","Database","2020-05-20T00:48:32.396Z"
"amazon_redshift","Amazon Redshift","Cloud data warehouse by Amazon",,"database","Database","2020-05-20T00:49:10.648Z"
"amazon_rekognition","Amazon Rekognition","Video and image analysis by Amazon",,"video","Video","2020-05-20T00:50:04.531Z"
"amazon_route53","Amazon Route 53","Cloud Domain Name System web service by Amazon",,"networking","Networking","2020-05-20T00:50:33.813Z"
"amazon_s3","Amazon S3","Cloud object storage service by Amazon",,"database","Database","2020-05-20T00:50:59.961Z"
"amazon_sagemaker","Amazon SageMaker","Machine learning workflow management by Amazon",,"database","Database","2020-05-20T00:51:36.980Z"
"amazon_ses","Amazon Simple Email Service","Cloud email service by Amazon",,"messaging","Messaging","2020-05-20T00:52:15.302Z"
"amazon_simpledb","Amazon SimpleDB","Cloud NoSQL data store by Amazon",,"database","Database","2020-05-20T00:52:47.862Z"
"amazon_sns","Amazon Simple Notification Service","Cloud pubsub messaging service by Amazon",,"messaging","Messaging","2020-05-20T00:53:49.035Z"
"amazon_spectrum","Amazon Spectrum","Redshift data warehouse service by Amazon",,"database","Database","2020-05-20T00:54:16.964Z"
"amazon_sqs","Amazon Simple Queue Service","Cloud managed message queuing service by Amazon",,"messaging","Messaging","2020-05-20T00:54:45.692Z"
"amazon_swf","Amazon Simple Workflow Service","Cloud service for scaling background jobs by Amazon",,"cloud","Cloud","2020-05-20T00:55:03.492Z"
"amazon_textract","Amazon Textract","Text and data extraction service by Amazon",,"cloud","Cloud","2020-05-20T00:56:41.693Z"
"amazon_transcribe","Amazon Transcribe","Automatic speech recognition by Amazon",,"audio","Audio","2020-06-24T00:24:21.206Z"
"amazon_translate","Amazon Translate","Neural machine translation service by Amazon",,"messaging","Messaging","2020-05-20T00:57:46.779Z"
"amazon_workdocs","Amazon WorkDocs","Managed secure content storage and collaboration service by Amazon",,"productivity","Productivity","2020-05-30T19:55:00.891Z"
"amazon_worklink","Amazon WorkLink","Internal corporate website service by Amazon",,"remoting","Remoting","2020-05-20T00:59:20.714Z"
"amazon_workmail","Amazon WorkMail","Managed business email and calendar service by Amazon",,"messaging","Messaging","2020-05-20T00:59:46.579Z"
"amazon_workspaces","Amazon WorkSpaces","Managed secure Desktop-as-a-Service by Amazon",,"remoting","Remoting","2020-05-20T01:00:22.860Z"
"ammyy_admin","Ammyy Admin","Remote desktop software",,"remoting","Remoting","2020-05-20T01:00:42.550Z"
"amobee","Amobee","Advertising platform",,"advertising","Advertising","2020-05-20T01:01:31.008Z"
"amplitude","Amplitude","Product intelligence software",,"advertising","Advertising","2020-05-20T01:03:19.283Z"
"amqp","AMQP","Message queuing protocol",,"database","Database","2020-05-20T01:04:00.213Z"
"ancp","ANCP","Transmission and control of subscriber configuration information protocol",,"networking","Networking","2020-05-20T01:04:49.373Z"
"android_auto","Android Auto","Car in-dash information mobile app",,"remoting","Remoting","2020-05-20T01:06:05.252Z"
"anghami","Anghami","Music streaming platform",,"audio","Audio","2020-06-24T00:24:43.687Z"
"animal_crossing","Animal Crossing: New Horizons","Social simulation video game",,"gaming","Gaming","2020-08-29T00:07:33.458Z"
"ankama","Ankama","Game traffic by Ankama",,"gaming","Gaming","2020-05-20T01:07:02.426Z"
"anoncoin","Anoncoin","Peer-to-peer cryptocurrency",,"file_transfer","File Transfer","2020-05-20T01:07:41.737Z"
"anonymizer","Anonymizer","Multi-protocol VPN",,"remoting","Remoting","2020-05-20T01:08:05.749Z"
"anonymox","anonymoX","Anonymous proxy browser extension",,"remoting","Remoting","2020-05-20T17:11:49.347Z"
"anonytun","AnonyTun","Multi-protocol Virtual Private Network",,"remoting","Remoting","2020-05-20T17:14:16.541Z"
"antichat","AntiChat","Anonymous chatting for strangers",,"social","Social","2020-05-20T22:32:40.146Z"
"anton","ANTON","Online education service.",,"education","Education","2020-06-12T23:12:54.784Z"
"anvilnext","AnvilNext","Game engine developed by Ubisoft and used by games such as Tom Clancy's Rainbow Six Siege, Assassin's Creed Valhalla",,"gaming","Gaming","2020-08-28T17:23:52.392Z"
